attempt,reason,score,match_idx,match_session_id
2,no_plan,,-1,
3,no_plan,,-1,
4,no_plan,,-1,
5,no_plan,,-1,
7,no_plan,,-1,
8,no_plan,,-1,
9,no_plan,,-1,
10,no_plan,,-1,
11,no_plan,,-1,
12,no_plan,,-1,
15,no_plan,,-1,
19,no_plan,,-1,
20,no_plan,,-1,
21,no_plan,,-1,
22,no_plan,,-1,
23,no_plan,,-1,
24,no_plan,,-1,
25,no_plan,,-1,
26,no_plan,,-1,
27,no_plan,,-1,
28,no_plan,,-1,
30,no_plan,,-1,
31,no_plan,,-1,
32,no_plan,,-1,
35,no_plan,,-1,
36,no_plan,,-1,
37,no_plan,,-1,
39,no_plan,,-1,
40,no_plan,,-1,
41,no_plan,,-1,
42,no_plan,,-1,
44,no_plan,,-1,
45,no_plan,,-1,
46,no_plan,,-1,
47,no_plan,,-1,
49,no_plan,,-1,
51,no_plan,,-1,
55,no_plan,,-1,
57,no_plan,,-1,
58,no_plan,,-1,
60,no_plan,,-1,
61,no_plan,,-1,
62,no_plan,,-1,
65,no_plan,,-1,
66,no_plan,,-1,
67,no_plan,,-1,
68,no_plan,,-1,
69,no_plan,,-1,
70,no_plan,,-1,
71,no_plan,,-1,
72,no_plan,,-1,
74,no_plan,,-1,
75,no_plan,,-1,
76,no_plan,,-1,
77,no_plan,,-1,
78,no_plan,,-1,
79,no_plan,,-1,
80,no_plan,,-1,
81,no_plan,,-1,
82,no_plan,,-1,
83,no_plan,,-1,
84,no_plan,,-1,
85,no_plan,,-1,
87,no_plan,,-1,
88,no_plan,,-1,
89,no_plan,,-1,
91,no_plan,,-1,
93,no_plan,,-1,
94,no_plan,,-1,
95,no_plan,,-1,
97,no_plan,,-1,
98,no_plan,,-1,
99,no_plan,,-1,
100,no_plan,,-1,
102,no_plan,,-1,
103,no_plan,,-1,
104,no_plan,,-1,
105,no_plan,,-1,
108,no_plan,,-1,
109,no_plan,,-1,
110,no_plan,,-1,
111,no_plan,,-1,
112,no_plan,,-1,
113,no_plan,,-1,
115,no_plan,,-1,
117,no_plan,,-1,
118,no_plan,,-1,
119,no_plan,,-1,
120,no_plan,,-1,
121,no_plan,,-1,
122,no_plan,,-1,
125,no_plan,,-1,
127,no_plan,,-1,
128,no_plan,,-1,
129,no_plan,,-1,
130,no_plan,,-1,
132,no_plan,,-1,
133,no_plan,,-1,
134,no_plan,,-1,
136,no_plan,,-1,
138,no_plan,,-1,
139,no_plan,,-1,
140,no_plan,,-1,
141,no_plan,,-1,
142,no_plan,,-1,
143,no_plan,,-1,
144,no_plan,,-1,
145,no_plan,,-1,
146,no_plan,,-1,
147,no_plan,,-1,
148,no_plan,,-1,
149,no_plan,,-1,
150,no_plan,,-1,
152,no_plan,,-1,
154,no_plan,,-1,
155,no_plan,,-1,
156,no_plan,,-1,
159,no_plan,,-1,
160,no_plan,,-1,
161,no_plan,,-1,
162,no_plan,,-1,
163,no_plan,,-1,
164,no_plan,,-1,
165,no_plan,,-1,
166,no_plan,,-1,
167,no_plan,,-1,
168,no_plan,,-1,
172,no_plan,,-1,
173,no_plan,,-1,
175,no_plan,,-1,
176,no_plan,,-1,
177,no_plan,,-1,
178,no_plan,,-1,
179,no_plan,,-1,
181,no_plan,,-1,
182,no_plan,,-1,
183,no_plan,,-1,
184,no_plan,,-1,
185,no_plan,,-1,
186,no_plan,,-1,
188,no_plan,,-1,
189,no_plan,,-1,
190,no_plan,,-1,
191,no_plan,,-1,
192,no_plan,,-1,
195,no_plan,,-1,
196,no_plan,,-1,
197,no_plan,,-1,
198,no_plan,,-1,
199,no_plan,,-1,
201,no_plan,,-1,
202,no_plan,,-1,
203,no_plan,,-1,
204,no_plan,,-1,
205,no_plan,,-1,
207,no_plan,,-1,
208,no_plan,,-1,
209,no_plan,,-1,
210,no_plan,,-1,
211,no_plan,,-1,
212,no_plan,,-1,
214,no_plan,,-1,
215,no_plan,,-1,
217,no_plan,,-1,
218,no_plan,,-1,
219,no_plan,,-1,
221,no_plan,,-1,
222,no_plan,,-1,
223,no_plan,,-1,
224,no_plan,,-1,
225,no_plan,,-1,
226,no_plan,,-1,
228,no_plan,,-1,
229,no_plan,,-1,
230,no_plan,,-1,
231,no_plan,,-1,
232,no_plan,,-1,
233,no_plan,,-1,
234,no_plan,,-1,
235,no_plan,,-1,
236,no_plan,,-1,
238,no_plan,,-1,
239,no_plan,,-1,
240,no_plan,,-1,
241,no_plan,,-1,
242,no_plan,,-1,
243,no_plan,,-1,
244,no_plan,,-1,
245,no_plan,,-1,
247,no_plan,,-1,
248,no_plan,,-1,
249,no_plan,,-1,
250,no_plan,,-1,
251,no_plan,,-1,
252,no_plan,,-1,
253,no_plan,,-1,
254,no_plan,,-1,
255,no_plan,,-1,
257,no_plan,,-1,
259,no_plan,,-1,
260,no_plan,,-1,
261,no_plan,,-1,
262,no_plan,,-1,
263,no_plan,,-1,
264,no_plan,,-1,
265,no_plan,,-1,
266,no_plan,,-1,
268,no_plan,,-1,
269,no_plan,,-1,
273,no_plan,,-1,
275,no_plan,,-1,
276,no_plan,,-1,
277,no_plan,,-1,
279,no_plan,,-1,
280,no_plan,,-1,
281,no_plan,,-1,
282,no_plan,,-1,
283,no_plan,,-1,
284,no_plan,,-1,
288,no_plan,,-1,
289,no_plan,,-1,
290,no_plan,,-1,
292,no_plan,,-1,
294,no_plan,,-1,
295,no_plan,,-1,
297,no_plan,,-1,
299,no_plan,,-1,
300,no_plan,,-1,
301,no_plan,,-1,
303,no_plan,,-1,
305,no_plan,,-1,
306,no_plan,,-1,
307,no_plan,,-1,
309,no_plan,,-1,
310,no_plan,,-1,
312,no_plan,,-1,
313,no_plan,,-1,
314,no_plan,,-1,
315,no_plan,,-1,
317,no_plan,,-1,
318,no_plan,,-1,
319,no_plan,,-1,
320,no_plan,,-1,
324,no_plan,,-1,
325,no_plan,,-1,
326,no_plan,,-1,
327,no_plan,,-1,
328,no_plan,,-1,
331,no_plan,,-1,
332,no_plan,,-1,
334,no_plan,,-1,
335,no_plan,,-1,
337,no_plan,,-1,
338,no_plan,,-1,
339,no_plan,,-1,
340,no_plan,,-1,
341,no_plan,,-1,
343,no_plan,,-1,
344,no_plan,,-1,
345,no_plan,,-1,
346,no_plan,,-1,
